D1-Memory D1-Naive D2-Memory D3-Memory D3-Naive D4-Memory D4-Naive
HNRNPUL2 823 763 848 671 870 1079 1002
TTC9C 1241 1493 1318 1147 1704 1565 2012
ZBTB3 40 55 63 35 69 58 82
POLR2G 2634 2497 3447 2332 2816 3803 4345
RP11-727F15.11 9 9 12 1 12 3 11
TAF6L 167 145 189 136 144 202 163
TMEM223 834 666 1083 781 675 896 1053
RP11-727F15.12 44 25 74 37 32 91 41
TMEM179B 1542 941 2024 1326 998 2302 1430
NXF1 492 573 630 473 651 869 580
STX5 989 801 1099 823 700 1333 961
RP11-727F15.9 60 75 46 37 79 88 97
WDR74 1219 1109 1559 1202 1664 2044 1890
SLC3A2 6997 6371 7792 6503 8383 9826 10341
RARRES3 3508 1184 2627 3190 968 4225 1920
PLA2G16 1872 599 909 939 557 1652 1041
ATL3 696 540 801 612 689 1083 932
RTN3 2297 1863 2559 2203 2193 2935 2721
C11orf84 164 87 239 149 91 293 157
MARK2 271 248 338 234 331 385 380
NAA40 124 64 206 149 73 181 112
COX8A 14093 16522 19490 11559 17020 19025 23239
OTUB1 1794 1298 2273 1604 1533 2477 2043
MACROD1 278 283 376 281 317 349 511
STIP1 4258 2182 5926 3561 1998 5670 3000
FERMT3 3090 1977 3409 2561 2043 4078 3348
TRPT1 666 1311 723 555 1525 697 1502
NUDT22 1716 1465 1938 1384 1353 2363 2143
DNAJC4 1008 1024 905 1018 1355 1096 1190
VEGFB 418 858 385 386 1161 485 1067
FKBP2 3191 2374 3958 2790 2450 3796 3306
PPP1R14B 3518 3676 4557 2493 3271 4681 6158
RP11-783K16.5 122 279 139 108 208 197 468
PLCB3 72 45 97 88 46 112 62
BAD 1672 1158 1981 1421 1228 2149 1769
GPR137 487 391 529 381 458 699 465
ESRRA 455 230 648 370 207 676 328
TRMT112 9243 8479 11036 7769 11079 11223 11325
PRDX5 9181 6010 11618 7817 6706 12511 9692
AP003774.1 364 441 321 450 827 303 439
CCDC88B 626 566 668 487 688 751 967
RPS6KA4 380 170 535 341 163 555 288
RASGRP2 121 123 143 104 137 109 118
PYGM 9 2 10 5 9 12 5
SF1 2974 3067 3211 2434 3288 3557 4130
AP001462.6 20 17 37 17 23 27 20
MAP4K2 809 699 995 786 776 1284 975
MEN1 317 165 378 250 232 422 258
EHD1 627 420 698 642 521 864 602
ATG2A 175 101 161 143 141 197 167
PPP2R5B 377 616 356 377 821 645 819
ARL2 3730 2647 5328 3109 2245 5587 4452
SNX15 15 14 20 14 14 15 13
SAC3D1 871 545 1458 863 752 1042 648
NAALADL1 424 374 407 402 416 395 434
CDCA5 1265 1150 1717 1173 1130 1847 1769
ZFPL1 548 499 619 493 548 706 640
VPS51 1123 1215 1309 1023 1522 1422 1303
TM7SF2 493 274 627 507 352 614 407
ZNHIT2 296 181 412 240 222 496 238
FAU 48955 57759 54827 45460 78469 55862 74607
SYVN1 223 186 167 242 187 242 260
MRPL49 907 715 1255 882 743 1508 1033
AP003068.23 20 9 19 15 13 26 19
CAPN1 1736 978 2031 1499 1171 2353 1542
POLA2 607 337 828 534 289 895 445
DPF2 752 887 876 825 1359 1020 1328
TIGD3 25 12 38 13 11 38 14
SLC25A45 314 253 379 285 248 455 333
FRMD8 399 220 547 390 353 623 429
NEAT1 11726 12037 13190 14615 14929 16764 26405
CMB9-22P13.1 327 559 214 335 872 328 1154
MALAT1 434914 402421 387824 461011 597509 386303 764903
AP000769.1 87 85 73 76 121 77 127
SCYL1 799 619 993 683 736 1104 886
LTBP3 350 467 414 402 692 525 635
SSSCA1 1466 949 1980 1233 1066 2060 1583
FAM89B 603 369 749 473 322 768 626
EHBP1L1 307 193 308 246 220 379 318
SIPA1 880 1062 938 864 1222 1080 1390
MAP3K11 573 409 647 488 408 852 615
PCNXL3 87 57 113 75 36 140 50
RELA 835 968 797 708 1419 1075 1679
KAT5 883 1174 1015 794 1538 1239 1498
RNASEH2C 2706 2751 3874 2690 3893 4091 4950
AP5B1 196 176 294 179 217 309 254
CFL1 38329 23623 55198 31423 18980 56595 34225
SNX32 17 18 14 12 13 19 24
MUS81 496 327 955 646 567 1063 562
EFEMP2 45 53 13 24 83 41 149
CTSW 598 206 164 298 213 193 122
FIBP 3265 2183 4645 2845 2122 5590 3533
CCDC85B 6351 3842 9094 5669 4101 10794 5843
C11orf68 345 344 336 338 397 508 535
DRAP1 11946 8153 14739 11232 7830 17100 14143
SART1 1075 958 1335 955 1221 1310 1139
EIF1AD 449 456 585 422 577 636 704
BANF1 3880 3107 5968 3401 2846 5846 4606
SF3B2 6735 6656 7460 6109 7925 8600 9554
PACS1 437 433 468 401 547 697 724
RP11-755F10.1 10 6 9 15 18 58 72
KLC2 268 115 460 263 127 459 148
RAB1B 889 662 1024 724 659 1158 905
RP11-867G23.4 7 13 14 5 7 12 11
YIF1A 1910 1256 2689 1885 1498 2790 2081
RIN1 7 19 4 6 23 6 43
BRMS1 1247 1209 1810 1240 1529 1917 1476
B4GAT1 167 118 197 121 127 155 148
RP11-867G23.8 26 25 49 27 31 49 42
SLC29A2 55 26 59 42 38 75 47
MRPL11 3383 3378 4926 2812 4003 5405 5104
PELI3 84 41 76 61 37 85 61
CTD-3074O7.5 43 58 62 40 59 74 67
DPP3 1235 797 1801 1074 616 2016 1206
BBS1 16 14 11 16 14 14 18
ZDHHC24 1053 786 1305 883 881 1385 1031
CTSF 50 44 100 75 82 64 61
CCS 698 478 829 636 548 899 779
RBM14 806 429 1010 621 426 1104 576
RBM14-RBM4 5 6 12 7 11 11 8
RBM4 795 893 909 699 1220 925 1191
RBM4B 319 281 368 255 397 348 370
RP11-658F2.8 96 87 106 89 103 89 116
C11orf80 161 97 224 140 97 188 104
RCE1 433 412 548 388 543 586 615
PC 20 21 62 36 33 45 37
LRFN4 156 50 215 146 48 334 90
KDM2A 709 667 762 618 833 883 1065
ADRBK1 1145 1003 1458 1032 899 1606 1513
ANKRD13D 497 321 790 459 292 606 380
SSH3 91 53 70 90 70 111 87
RAD9A 747 349 694 569 471 1071 668
POLD4 322 428 290 294 512 331 603
PPP1CA 6670 4170 9405 5485 3680 8888 5412
TBC1D10C 1718 1441 2474 1755 1555 2294 1803
CARNS1 12 7 6 9 16 7 8
RPS6KB2 1059 756 1354 916 845 1506 1196
AP003419.16 10 21 17 15 30 14 27
CORO1B 11959 22950 15187 11899 31207 16122 31758
CABP4 7 13 14 7 15 5 12
TMEM134 1478 2034 1703 1447 2310 2151 2855
AIP 2922 4143 3509 2615 4931 3698 4969
PITPNM1 318 158 503 299 163 505 237
CDK2AP2 3450 2371 4404 3353 2238 4577 3187
GSTP1 11804 8102 10457 7742 6844 16227 12268
NDUFV1 2941 2578 3903 2414 2546 4299 3927
NUDT8 733 673 832 575 867 1095 850
RP11-119D9.1 70 31 59 75 69 44 20
UNC93B1 816 464 912 597 326 1263 879
NDUFS8 3167 2414 4741 3165 2375 4402 3174
TCIRG1 1078 650 1174 873 620 1412 871
RP11-802E16.3 52 30 70 43 28 77 38
CHKA 94 241 166 139 252 100 125
KMT5B 278 376 383 293 620 355 506
C11orf24 307 185 375 229 207 560 599
LRP5 12 77 53 17 69 35 107
PPP6R3 739 552 888 776 647 1052 1035
MTL5 130 168 198 154 218 193 241
CPT1A 367 80 553 315 76 469 187
MRPL21 2638 2984 3014 2393 3929 3440 3712
IGHMBP2 195 193 263 189 258 260 339
TPCN2 84 56 112 85 51 116 83
ORAOV1 171 160 181 152 151 251 181
FADD 1179 740 1557 993 824 1840 1134
PPFIA1 538 733 642 521 755 656 780
AP000487.5 23 22 29 18 27 26 32
CTTN 517 425 633 489 792 844 660
DHCR7 517 466 681 552 517 484 511
RP11-660L16.2 469 807 486 325 657 206 385
NADSYN1 524 871 626 499 1158 788 1231
FAM86C1 86 28 139 59 33 116 53
RP11-849H4.2 141 139 190 116 133 189 207
RNF121 581 354 716 526 342 877 604
IL18BP 54 22 72 37 22 71 28
NUMA1 893 1299 933 867 1676 1085 1689
RP11-849H4.4 10 3 9 5 12 6 12
LRTOMT 116 54 125 82 61 151 110
LAMTOR1 3902 2821 5331 3404 2966 5771 4185
ANAPC15 1265 1178 2059 1080 1375 1951 1772
INPPL1 242 167 281 202 188 294 218
CLPB 301 446 408 290 622 403 709
RP11-169D4.2 8 6 18 7 8 15 6
ARAP1 319 398 276 293 610 324 530
STARD10 231 265 242 242 453 276 346
ATG16L2 281 222 264 277 247 356 261
FCHSD2 214 195 251 212 232 275 347
RELT 166 246 206 173 304 233 378
FAM168A 72 148 110 79 282 82 221
PLEKHB1 127 95 162 146 170 156 137
RAB6A 1207 2105 1297 1226 2939 1623 3303
MRPL48 887 1092 1238 895 1374 1038 1240
COA4 2427 2341 3316 2056 2638 3530 3960
PAAF1 552 620 636 704 763 952 1272
UCP2 5296 4116 6724 5057 4618 6711 4296
UCP3 27 12 19 27 39 43 27
C2CD3 233 130 248 213 177 359 206
PPME1 986 1455 903 867 1588 1321 2148
P4HA3 43 37 59 28 38 90 145
PGM2L1 902 2522 1299 1284 4169 1615 3603
LIPT2 81 79 127 97 122 122 123
AP001372.2 34 81 53 57 137 50 160
POLD3 1665 926 1923 1311 771 2233 1785
RNF169 252 270 264 191 373 279 518
XRRA1 629 580 596 373 498 272 397
SPCS2 6773 4855 7375 5871 5010 7701 7119
NEU3 53 46 68 68 58 77 63
ARRB1 36 80 58 39 152 67 114
RPS3 105654 184750 131522 104095 286205 132285 221674
KLHL35 61 90 43 68 182 103 222
GDPD5 127 90 135 129 151 182 179
SERPINH1 286 414 372 320 472 448 519
UVRAG 542 507 701 552 533 792 710
PRKRIR 481 464 589 391 561 647 539
RP11-111M22.2 37 63 26 43 59 39 80
RP11-111M22.3 139 201 148 119 238 183 233
EMSY 208 305 237 189 474 250 389
ACER3 284 138 414 211 135 415 275
PAK1 893 1564 1221 891 1934 1165 1780
CLNS1A 4967 4432 5877 4449 5551 6946 6876
AQP11 31 21 47 23 27 59 27
RSF1 2325 2987 2358 2171 3820 2658 3848
AAMDC 835 512 1048 680 516 1160 834
INTS4 282 225 410 297 316 412 374
NDUFC2 6603 3634 8592 5295 4438 8432 4913
ALG8 709 453 875 675 474 881 745
KCTD21-AS1 26 25 44 60 77 39 67
KCTD21 32 66 42 47 81 26 87
USP35 60 123 80 66 201 46 142
RP11-452H21.4 7 4 15 8 6 12 2
NARS2 310 291 511 323 334 524 470
PRCP 385 379 448 334 510 487 530
DDIAS 189 91 294 141 86 331 200
RAB30 147 280 170 183 421 243 433
RAB30-AS1 629 528 651 528 599 740 853
PCF11 1134 921 1287 1037 1129 1609 1217
PCF11-AS1 19 20 23 19 36 22 33
ANKRD42 96 87 89 85 122 99 103
CCDC90B 2020 1616 2265 1894 2041 2558 2476
DLG2 18 24 27 16 38 29 66
TMEM126B 2347 2224 3495 2301 2660 4255 4185
TMEM126A 1946 2187 2384 1687 3117 2552 3474
CREBZF 791 1004 752 738 1451 874 1635
SYTL2 150 70 59 85 81 71 70
PICALM 728 464 717 577 494 874 749
EED 4750 2050 4207 3560 1913 5869 3742
C11orf73 3034 2612 3837 2936 2971 4183 3651
ME3 24 53 7 11 54 22 60
PRSS23 59 49 30 47 132 66 102
TMEM135 159 225 184 193 341 222 297
CTSC 2692 1206 3605 2620 1581 1751 993
CHORDC1 1567 1089 2280 1499 1304 2605 1625
SLC36A4 442 457 569 466 530 706 745
SMCO4 1277 415 2099 1653 620 2075 951
CEP295 869 674 982 628 539 1123 955
TAF1D 6109 12040 5810 7319 16995 7550 18634
C11orf54 426 450 536 360 369 519 594
MED17 958 900 1036 797 984 1145 1159
PANX1 223 111 252 161 83 390 257
MRE11A 859 884 966 687 861 1083 1226
ANKRD49 645 702 730 601 882 798 1056
FUT4 104 66 134 93 92 194 105
CWC15 4432 4312 4889 3701 5526 6170 6399
KDM4D 112 37 93 90 48 214 80
SRSF8 1004 1065 1169 950 1596 1300 1385
ENDOD1 607 235 1001 692 290 1307 721
RP11-712B9.2 11 27 7 10 39 22 28
SESN3 125 787 112 145 2272 119 728
FAM76B 731 768 818 616 912 1125 1112
CEP57 3485 6108 3441 3342 7800 4533 8262
MTMR2 428 459 559 395 612 649 671
MAML2 551 400 525 612 575 995 962
CCDC82 1568 940 1929 1283 937 2575 1524
JRKL 372 332 313 368 395 544 646
CEP126 153 105 131 138 113 205 179
BIRC3 2448 2543 2318 2506 3167 2950 4356
BIRC2 983 1009 999 946 1430 1447 1556
TMEM123 4042 7100 5342 4106 8838 6720 9640
DCUN1D5 2290 2297 2884 2114 2714 3648 3770
DYNC2H1 69 48 31 49 40 83 65
CASP4 1277 813 1411 1217 834 1551 1006
CASP1 992 431 986 854 311 1205 610
CARD16 699 301 1073 767 275 874 285
MSANTD4 317 235 412 329 249 547 422
KBTBD3 443 561 426 463 660 515 866
AASDHPPT 1133 1043 1360 983 1295 1549 1605
RP11-819C21.1 47 22 53 34 31 47 32
CWF19L2 738 870 764 733 1286 658 1004
ALKBH8 138 97 193 140 100 214 192
SLC35F2 472 563 577 522 951 600 665
CUL5 940 739 1185 834 849 1179 976
ACAT1 2490 1677 2872 1805 1467 3082 2250
NPAT 652 592 695 549 778 652 629
ATM 565 1125 482 556 1764 424 827
C11orf65 37 44 18 31 76 34 59
KDELC2 342 239 335 326 220 339 261
EXPH5 27 42 31 31 101 52 47
DDX10 626 540 864 669 612 982 970
RDX 4999 9062 5635 4179 10725 7107 10633
FDX1 2520 5846 3520 2325 7695 2772 4499
POU2AF1 48 39 60 46 48 66 45
SIK2 76 89 61 62 103 87 93
PPP2R1B 404 257 499 328 311 487 389
ALG9 120 209 103 112 326 143 325
FDXACB1 83 90 130 82 99 135 93
C11orf1 695 1056 754 702 1503 828 1379
DIXDC1 2027 2289 1656 1830 2766 2409 4090
DLAT 376 313 584 350 361 632 537
C11orf57 580 593 701 574 814 916 894
TIMM8B 1810 1680 2906 1613 2081 3035 2864
SDHD 2285 3050 3159 2214 3525 3423 4302
BCO2 23 23 19 22 26 30 43
PTS 531 686 919 490 1166 801 930
RP11-356J5.12 41 143 42 83 698 71 261
TTC12 83 71 61 50 90 57 72
ZW10 318 205 439 272 238 425 359
USP28 549 589 557 517 720 799 985
ZBTB16 177 178 124 221 128 321 227
C11orf71 113 145 113 100 178 186 223
RBM7 1465 2121 1603 1501 2799 2360 2901
REXO2 5736 3937 7528 4916 3814 7377 5386
CADM1 8 6 4 8 4 8 1
BUD13 593 469 714 476 525 765 657
ZPR1 1687 1430 1710 1610 1864 2141 2264
APOA1 3 18 9 4 50 7 23
SIK3 308 167 247 220 146 332 211
PAFAH1B2 1025 739 1206 921 997 1485 950
SIDT2 79 179 76 77 204 71 224
TAGLN 17 17 21 9 14 16 26
PCSK7 1870 1533 2727 1971 1764 2603 2133
RNF214 492 778 551 532 1067 655 1050
BACE1-AS 71 69 65 71 48 67 78
CEP164 468 252 719 428 313 871 580
IL10RA 1320 520 1118 1257 543 1834 998
JAML 5178 8474 5361 6597 9464 7984 11848
MPZL3 416 504 412 367 667 712 799
MPZL2 162 313 219 347 451 345 674
CD3E 5785 6946 7059 6070 9570 6275 8296
CD3D 15326 15073 19403 14392 16995 15721 19886
CD3G 6647 4837 8220 5822 4473 8023 6981
UBE4A 455 517 535 469 707 623 791
ATP5L 19458 20456 27904 17128 25890 26685 25675
KMT2A 2278 2452 2221 2015 2941 2843 3208
RP11-770J1.3 11 6 13 7 9 10 7
TMEM25 153 243 146 186 442 153 375
IFT46 252 263 268 241 279 306 312
ARCN1 1363 1401 1604 1286 1567 1985 2150
PHLDB1 36 22 30 30 20 31 35
DDX6 1847 1808 1889 1643 2668 2267 3422
RP11-158I9.8 49 53 48 60 74 83 100
CXCR5 133 50 175 166 55 484 358
BCL9L 128 159 145 145 156 160 260
RP11-110I1.12 82 29 146 73 35 120 74
CCDC84 402 319 604 416 343 533 430
RP11-110I1.11 6 6 10 6 6 13 2
RPS25 66005 106359 72797 66129 156622 69588 133812
TRAPPC4 3038 1286 3209 2051 1051 3719 1489
SLC37A4 479 372 482 385 410 531 476
HYOU1 544 261 757 585 216 784 370
RP11-110I1.13 1 4 7 9 14 11 5
VPS11 259 206 234 231 302 267 252
HMBS 518 286 983 473 310 991 614
H2AFX 1748 1054 2566 1229 932 2504 1388
DPAGT1 506 262 644 441 249 675 349
C2CD2L 112 129 179 128 125 200 156
HINFP 324 322 336 256 409 411 483
NLRX1 90 92 158 91 116 185 123
CCDC153 16 11 17 15 14 28 22
CBL 452 475 570 460 607 541 567
RNF26 275 248 410 228 250 367 301
OAF 7 3 14 20 2 14 7
TMEM136 140 105 134 129 154 171 164
ARHGEF12 271 90 321 209 71 419 202
TBCEL 71 74 91 48 84 96 127
SC5D 413 346 473 394 607 484 481
RP11-730K11.1 2 6 5 5 11 7 8
SORL1 485 773 547 539 1026 643 1036
UBASH3B 42 16 46 25 11 44 13
CRTAM 23 15 46 39 15 40 4
C11orf63 207 92 185 157 99 215 131
HSPA8 20589 18729 30376 17516 25491 31430 20323
CLMP 55 50 73 47 48 76 82
GRAMD1B 121 31 121 109 41 146 114
ZNF202 73 65 86 74 85 101 77
VWA5A 199 152 242 204 218 249 356
TBRG1 1172 890 1461 1090 1018 1804 1210
SIAE 78 77 133 104 76 157 130
SPA17 199 154 287 150 109 309 231
NRGN 100 45 142 65 52 117 117
ESAM 9 6 18 18 8 24 27
RP11-677M14.3 9 5 13 13 8 7 11
MSANTD2 116 59 129 78 58 162 44
RP11-677M14.7 14 9 8 16 15 12 13
ROBO3 125 104 125 122 134 169 235
CCDC15 258 230 283 262 235 320 326
SLC37A2 12 8 18 3 18 16 13
TMEM218 343 244 492 307 260 462 346
FEZ1 135 21 161 167 19 125 54
AP000708.1 6 22 5 5 18 8 19
EI24 1213 987 1506 1102 1346 1940 1536
STT3A 522 333 604 406 345 617 407
CHEK1 1789 1447 2252 1526 1534 2843 2611
HYLS1 411 366 474 317 249 544 253
PUS3 326 261 476 294 303 383 364
CDON 7 7 4 2 17 2 10
RPUSD4 535 722 540 491 961 695 830
FAM118B 194 90 357 188 81 303 78
SRPRA 1455 993 1793 1488 1223 2038 1473
FOXRED1 417 262 579 305 175 510 343
TIRAP 95 69 113 107 88 124 104
RP11-712L6.5 20 20 14 16 20 23 15
DCPS 1650 1303 2055 1377 1374 2254 2001
ST3GAL4-AS1 271 130 261 226 99 294 215
ST3GAL4 301 292 366 307 379 363 411
ETS1 1827 2351 2292 1833 2608 2315 2774
FLI1 638 555 699 519 563 724 737
SENCR 42 13 28 26 23 36 31
ARHGAP32 28 47 8 24 73 31 101
BARX2 169 283 120 318 322 178 642
TMEM45B 28 35 26 39 41 16 23
NFRKB 378 395 440 303 463 504 544
PRDM10 40 39 60 31 56 67 69
APLP2 962 615 1062 820 860 1094 834
ZBTB44 622 671 654 532 797 701 822
RP11-121M22.1 7 16 1 8 22 6 20
RP11-890B15.3 19 5 18 11 7 22 8
SNX19 150 101 229 140 85 231 141
RP11-713P17.3 19 23 12 15 20 18 31
JAM3 40 125 61 64 251 78 216
NCAPD3 930 844 1207 813 729 1205 1140
VPS26B 644 742 743 643 1132 672 907
THYN1 2922 2204 3627 2645 2081 4242 3379
ACAD8 251 202 367 267 252 357 274
GLB1L3 70 38 83 58 39 131 100
ZMYND11 356 275 405 306 316 398 259
DIP2C 14 3 9 8 9 16 8
LARP4B 423 277 497 402 333 623 453
GTPBP4 2599 1254 3328 2161 1702 3762 2200
IDI1 3349 2211 4333 3290 2815 4929 3972
WDR37 169 179 159 141 221 236 351
ADARB2 0 4 0 2 1 56 179
PFKP 3901 2805 3706 3127 2716 5575 4098
PITRM1 705 233 664 478 219 858 374
KLF6 7664 4713 7848 7865 6783 10929 7048
AKR1E2 16 15 16 17 12 66 31
AKR1C3 482 74 485 30 22 609 204
NET1 292 290 347 248 379 405 423
ASB13 59 63 75 89 83 106 102
FAM208B 399 527 541 417 736 603 819
GDI2 5813 6103 7830 5520 9082 8945 9246
RP11-318E3.9 12 10 21 17 11 34 16
ANKRD16 99 105 100 89 145 125 138
FBXO18 570 594 633 507 736 686 679
RP11-536K7.3 8 3 8 13 8 5 9
IL15RA 591 189 607 480 186 1004 350
IL2RA 20224 22085 24784 22793 24513 28157 34131
RBM17 4981 5246 6083 4640 7030 7280 7034
PFKFB3 647 1126 988 910 2495 1176 2641
RP11-563J2.2 36 74 34 33 120 31 132
RP11-563J2.3 19 50 30 28 76 30 62
PRKCQ 640 471 709 538 607 793 836
SFMBT2 180 272 150 121 422 140 352
KIN 852 655 986 815 741 1324 1049
ATP5C1 7357 5394 9832 6398 5489 9604 7597
TAF3 747 758 923 694 946 890 930
GATA3 1652 802 2001 1808 934 2086 389
CELF2 2519 2629 2793 2074 2792 2861 2935
USP6NL 33 11 53 30 27 50 26
ECHDC3 69 37 71 65 55 83 59
UPF2 1758 1377 2177 1603 1697 2494 2535
DHTKD1 288 270 372 331 305 478 419
SEC61A2 160 153 227 133 193 247 200
NUDT5 4281 2173 5955 3633 2198 5534 3240
CDC123 3623 1531 5147 2707 1545 5119 2475
RP11-186N15.3 11 9 13 11 5 15 7
CAMK1D 821 315 586 454 237 603 313
OPTN 7867 3383 8629 7189 4623 10942 6315
PHYH 651 485 708 522 577 800 769
SEPHS1 640 499 872 547 495 977 710
BEND7 22 15 28 15 33 19 20
PRPF18 680 713 830 601 1055 847 1012
RP11-295P9.13 19 12 18 12 2 19 10
FAM107B 3420 3812 4634 2712 4257 6141 6790
CDNF 10 13 10 13 14 10 16
HSPA14 1010 724 1395 890 837 1321 1003
RP11-398C13.6 25 38 44 21 70 44 73
SUV39H2 348 252 502 254 274 467 379
DCLRE1C 606 470 843 692 526 949 748
MEIG1 59 59 69 50 40 60 48
C10orf111 18 9 13 8 12 11 13
RPP38 1064 939 1399 1095 1087 1731 1413
NMT2 621 740 893 627 1210 766 1047
FAM171A1 41 22 34 39 35 50 34
FAM188A 374 193 455 284 263 529 296
PTER 525 304 479 437 279 845 455
RSU1 1836 1173 2438 1264 739 2438 1055
CUBN 5 1 8 9 2 4 4
TRDMT1 127 97 142 96 143 146 116
VIM-AS1 198 182 261 251 318 316 343
VIM 79886 78974 64918 56251 87729 86750 61711
HACD1 319 72 552 225 66 325 93
STAM-AS1 61 74 70 53 82 83 138
STAM 640 598 750 680 797 586 568
TMEM236 9 4 8 9 5 5 2
RP11-499P20.2 45 40 29 37 22 35 45
NSUN6 389 354 470 429 391 530 551
ARL5B 300 418 365 420 505 558 763
SKIDA1 15 7 13 10 9 29 22
MLLT10 774 1097 893 793 1427 1118 1560
DNAJC1 2457 2572 2822 2055 3349 3296 2953
COMMD3 3118 2512 3501 2305 2782 3662 3358
BMI1 727 477 543 434 527 627 480
PIP4K2A 1350 1210 1383 1183 1342 1739 1655
MSRB2 1429 848 1825 1282 628 2000 1300
OTUD1 215 323 351 252 531 561 694
ARHGAP21 192 122 315 236 199 347 187
PRTFDC1 28 13 46 32 19 52 28
THNSL1 99 113 100 86 190 164 283
APBB1IP 1579 2264 1568 1548 3171 1647 2638
PDSS1 290 107 518 230 132 460 253
ABI1 2727 1986 3093 2190 2566 3198 3346
ANKRD26 855 1536 969 786 1679 1213 1458
YME1L1 2108 2001 2267 2071 2657 2955 3003
MASTL 1255 785 1732 902 781 2182 1610
ACBD5 715 1083 782 629 1484 1041 1693
RAB18 1630 1392 1964 1483 1551 2180 1822
MPP7 81 218 109 94 452 140 312
WAC-AS1 482 335 534 599 505 710 513
WAC 1807 1965 1941 1696 2402 2195 2681
SVIL-AS1 202 221 207 169 279 329 265
SVIL 254 197 257 240 223 359 288
MTPAP 390 401 473 392 640 503 598
MAP3K8 1426 716 1367 899 702 1800 1427
ZNF438 161 87 101 120 105 194 150
ZEB1-AS1 114 144 134 139 134 196 169
ZEB1 1260 2306 1410 1256 2972 1723 2978
ARHGAP12 225 204 242 220 311 254 316
KIF5B 4156 3472 5216 3669 4730 5035 4049
EPC1 1358 1519 1411 1366 2064 1631 2336
CCDC7 171 198 167 179 337 165 265
CCDC7.1 37 25 47 47 46 31 27
RP11-479G22.8 17 1 15 14 1 14 2
ITGB1 3127 716 2835 2231 814 3559 1087
RP11-342D11.3 10 0 13 6 0 17 0
CUL2 850 626 1073 700 766 1269 816
CREM 6784 6313 10341 7889 7744 11305 11707
CCNY 244 211 331 234 272 297 235
RP11-324I22.4 22 15 20 18 36 51 35
ZNF248 223 228 165 213 342 192 471
RP11-162G10.5 37 37 36 47 39 67 42
ZNF25 153 172 107 124 215 139 209
ZNF33A 840 891 877 786 1006 918 1242
ZNF37A 901 643 795 762 774 1038 1060
ZNF33B 346 313 371 371 446 392 386
BMS1 1474 927 1854 1280 1056 1995 1608
RP11-351D16.3 24 28 21 22 45 27 41
CSGALNACT2 849 1508 836 978 2535 979 2196
HNRNPF 10267 7434 13291 8763 8181 15025 10094
RP11-517P14.2 171 62 171 139 59 178 44
ZNF487 70 83 67 72 98 97 122
ZNF239 39 14 26 30 7 22 13
ZNF485 81 49 70 68 104 75 80
ZNF32 598 450 608 576 620 706 621
RASSF4 23 28 11 10 16 17 72
ZNF22 1864 1639 1914 1611 2074 2091 2044
MARCH8 129 261 138 146 349 128 286
ZFAND4 92 54 75 65 97 85 63
FAM21C 421 448 522 434 527 546 512
AGAP4 54 38 45 61 44 55 45
TIMM23 924 494 1298 861 481 1479 808
NCOA4 1135 1375 1480 1167 1751 1417 1434
SYT15 17 12 0 11 11 23 8
PTPN20 12 19 16 32 27 11 16
AGAP9 27 25 36 48 31 51 39
MAPK8 312 360 419 346 475 490 432
VSTM4 11 11 3 15 9 11 17
C10orf128 645 55 537 871 60 537 30
ERCC6 72 294 83 124 426 123 373
PARG 430 313 462 389 376 543 458
TIMM23B 262 195 299 273 214 341 285
AGAP6 80 28 137 67 51 132 67
FAM21A 426 391 528 374 427 531 593
ASAH2 19 22 29 22 10 35 33
SGMS1 227 233 196 140 224 183 196
SGMS1-AS1 25 16 23 12 22 17 14
ASAH2B 99 69 114 104 59 153 128
CSTF2T 519 308 731 523 348 766 488
ZWINT 2371 1740 3235 1912 1584 3168 2947
IPMK 221 476 217 230 777 311 717
CISD1 2358 2050 3273 2155 2017 3491 3942
UBE2D1 986 599 1312 957 734 1426 926
TFAM 1886 1344 2626 1580 1501 3031 2147
CCDC6 1298 1642 1280 1096 2058 1971 2817
ANK3 1073 1037 697 718 908 638 1409
CDK1 3185 3429 4445 2706 3336 3383 3891
ARID5B 5377 4802 6165 5526 6319 8033 8932
RTKN2 463 372 759 532 525 1140 901
ZNF365 105 10 55 73 2 105 4
ADO 362 455 373 328 632 505 585
NRBF2 1533 1573 1619 1461 1944 2216 1950
JMJD1C 2069 3015 2335 2060 4493 2883 5956
JMJD1C-AS1 36 52 32 25 72 34 42
REEP3 903 1004 1263 921 1370 1412 1371
RP11-57G10.8 32 29 39 16 33 33 39
SIRT1 513 779 558 463 1279 861 1700
HERC4 1465 1553 1425 1484 2015 2016 2838
PBLD 22 21 35 23 26 50 35
HNRNPH3 4386 2350 4960 3340 2748 5325 3198
RUFY2 338 388 313 305 570 348 542
DNA2 221 205 385 233 240 368 361
SLC25A16 156 106 185 96 116 187 135
TET1 27 73 30 36 82 30 114
CCAR1 1993 1370 2468 1665 1426 2845 1921
STOX1 5 4 97 4 4 10 6
DDX50 2205 3467 2415 2188 4979 3042 4753
DDX21 4070 3314 5525 3512 3766 6530 5524
KIF1BP 677 325 803 529 283 915 446
SRGN 20455 14418 23754 20410 14141 29711 17681
VPS26A 1564 1117 1806 1346 1472 2013 1613
SUPV3L1 500 578 591 524 765 637 817
HK1 2017 1523 2435 1664 1460 2840 2042
C10orf35 261 241 421 280 324 428 377
H2AFY2 190 108 306 218 149 360 172
AIFM2 624 382 599 590 389 837 658
TYSND1 268 286 278 264 407 365 476
